id express priority volume weight reward duration
0 0 2 19 12 1908 924
1 0 2 10 12 806 748
2 0 2 6 12 1347 665
3 0 2 28 12 379 492
4 0 2 7 12 287 719
5 0 2 14 12 1007 684
6 0 2 15 12 1289 104
7 0 2 5 12 1413 536
8 0 2 20 12 1695 103
9 0 2 16 12 1725 121
10 0 2 9 12 1357 637
11 0 2 20 12 552 249
12 0 2 12 13 1193 422
13 0 2 8 13 1942 160
14 0 2 23 13 1563 815
15 0 2 17 13 1631 835
16 0 2 23 13 379 862
17 0 2 5 13 1536 1061
18 0 2 28 13 1100 715
19 0 2 4 13 226 1098
20 0 2 3 13 1384 170
21 0 2 6 13 992 556
22 0 2 22 13 226 564
23 0 2 21 13 1819 380
24 0 2 29 13 922 1077
25 0 2 17 13 1930 1059
26 0 2 20 13 1874 433
27 0 2 9 13 1178 422
28 0 2 6 13 1110 771
29 0 2 23 13 1686 238
30 0 2 29 13 645 136
31 0 2 8 13 982 1021
32 0 2 20 13 1884 379
33 0 2 18 13 1606 214
34 0 2 6 13 828 237
35 0 2 22 13 1430 340
36 0 2 8 13 1344 899
37 0 2 9 13 1162 333
38 0 2 12 13 302 605
39 0 2 4 13 339 506
40 0 2 24 13 309 402
41 0 2 17 13 1562 336
42 0 2 10 13 1849 183
43 0 2 7 13 282 917
44 0 2 5 13 374 826
45 0 2 27 13 821 133
46 0 2 15 13 1393 550
47 0 2 4 13 1414 420
48 0 2 12 13 1060 889
49 0 2 18 13 1743 1070
50 0 2 29 13 1546 321
51 0 2 13 13 1057 238
52 0 2 4 13 571 550
53 0 2 4 13 798 387
54 0 2 6 13 600 687
55 0 2 24 13 1751 230
56 0 2 21 13 1212 392
57 0 2 29 13 1583 516
58 0 2 19 13 1155 227
59 0 2 29 13 979 364
60 0 2 23 13 1584 963
61 0 2 16 13 1250 941
62 0 2 3 13 1445 457
63 0 2 19 13 1515 1090
64 0 2 13 13 1411 295
65 0 2 23 13 1774 1087
66 0 2 13 13 479 987
67 0 2 13 13 271 565
68 0 2 18 13 319 268
69 0 2 12 13 1397 820
70 0 2 21 13 1741 901
71 0 2 14 13 338 585
72 0 2 17 13 1173 210
73 0 2 6 13 1272 458
74 0 2 7 13 1679 384
75 0 2 7 13 864 1042
76 0 2 19 13 1073 882
77 0 2 18 13 835 997
78 0 2 5 13 601 805
79 0 2 29 13 1117 618
80 0 2 24 13 1378 861
81 0 2 28 13 489 1026
82 0 2 19 13 1137 201
83 0 2 24 13 428 687
84 0 2 16 13 805 595
85 0 2 18 13 686 286
86 0 2 8 13 446 227
87 0 2 5 13 1600 551
88 0 2 9 13 1255 152
89 0 2 5 13 760 163
90 0 2 11 13 735 1044
91 0 2 28 13 1409 653
92 0 2 17 13 1930 1043
93 0 2 4 13 1488 398
94 0 2 22 13 471 831
95 0 2 16 13 1990 812
96 0 2 14 13 1081 483
97 0 2 17 13 1659 517
98 0 2 3 13 753 321
99 0 2 18 13 1316 519
100 0 2 23 13 1342 431
101 0 2 29 13 422 990
102 0 2 10 13 331 591
103 0 2 15 13 1154 588
104 0 2 17 13 264 706
105 0 2 17 13 1775 292
106 0 2 12 13 1797 889
107 0 2 3 13 1312 710
108 0 2 24 13 1835 895
109 0 2 14 13 1439 894
110 0 2 3 13 690 396
111 0 2 19 13 1471 946
112 0 2 16 13 942 959
113 0 2 26 13 1527 933
114 0 2 15 13 1687 607
115 0 2 16 13 881 576
116 0 2 7 13 831 1031
117 0 2 26 14 1819 914
118 0 2 16 14 1139 764
119 0 2 18 14 1491 1009
120 0 2 17 14 1172 756
121 0 2 17 14 1124 970
122 0 2 28 14 1626 289
123 0 2 18 14 1073 508
124 0 2 18 14 1684 327
125 0 2 26 14 1646 1071
126 0 2 13 14 1922 1075
127 0 2 4 14 485 452
128 0 2 19 14 1013 421
129 0 2 3 14 310 147
130 0 2 28 14 1492 725
131 0 2 10 14 1325 1067
132 0 2 8 14 262 288
133 0 2 14 14 1130 639
134 0 2 17 14 1087 531
135 0 2 21 14 442 432
136 0 2 14 14 1913 567
137 0 2 23 14 1633 318
138 0 2 25 14 1459 302
139 0 2 7 14 1763 936
140 0 2 26 14 1017 594
141 0 2 26 14 1686 456
142 0 2 22 14 1024 254
143 0 2 19 14 1693 881
144 0 2 7 14 1169 462
145 0 2 29 14 868 580
146 0 2 13 14 728 732
147 0 2 24 14 1348 1010
148 0 2 6 14 1581 820
149 0 2 28 14 568 622
150 0 2 25 14 885 973
151 0 2 28 14 1806 904
152 0 2 13 14 552 189
153 0 2 23 14 1413 934
154 0 2 4 14 1619 285
155 0 2 20 14 1382 393
156 0 2 18 14 1887 731
157 0 2 4 14 823 971
158 0 2 8 14 1901 239
159 0 2 6 14 553 974
160 0 2 12 14 1758 172
161 0 2 10 14 1704 573
162 0 2 25 14 1493 141
163 0 2 10 14 1028 181
164 0 2 7 14 570 323
165 0 2 11 14 242 210
166 0 2 9 14 755 179
167 0 2 13 14 290 269
168 0 2 10 14 766 911
169 0 2 20 14 1786 719
170 0 2 6 14 433 276
171 0 2 20 14 415 467
172 0 2 4 14 1064 858
173 0 2 9 14 382 1065
174 0 2 20 14 764 1045
175 0 2 20 14 678 223
176 0 2 24 14 1412 463
177 0 2 17 14 513 371
178 0 2 29 14 595 120
179 0 2 21 14 1553 895
180 0 2 12 14 1637 930
181 0 2 24 14 983 312
182 0 2 28 14 1529 630
183 0 2 17 14 1044 816
184 0 2 18 14 1239 331
185 0 2 20 14 1012 1043
186 0 2 18 14 988 755
187 0 2 23 14 1637 123
188 0 2 12 14 1237 199
189 0 2 6 14 253 918
190 0 2 19 14 1006 1091
191 0 2 10 14 713 704
192 0 2 27 14 1009 629
193 0 2 16 14 1481 520
194 0 2 10 14 693 1079
195 0 2 20 14 414 447
196 0 2 7 14 1903 1075
197 0 2 28 14 1114 849
198 0 2 12 14 762 799
199 0 2 6 14 1778 353
200 0 2 12 14 773 921
201 0 2 22 14 1857 262
202 0 2 18 14 657 1002
203 0 2 15 14 371 288
204 0 2 8 14 1787 964
205 0 2 5 14 939 924
206 0 2 7 14 1544 352
207 0 2 28 14 548 769
208 0 2 25 14 213 754
209 0 2 3 14 409 466
210 0 2 27 14 997 823
